CATEGORY,MESSAGE,FILE_NAME

cellspacing=""0"" cellpadding=""0"" border=""0"" width=""551"" height=""554""> <tr> 

   <td colspan=""2""><A href=""http://r.vresp.com/?A/73bc136c4f""><img

src=""http://www.123turnkey.com/emailpics/c_t1.jpg"" width=""310"" height=""63""

alt="""" border=""0""><img src=""http://www.123turnkey.com/emailpics/c_t2.jpg""

width=""241"" height=""63"" alt="""" border=""0""></A></td> </td> </tr> <tr>    

<td><A href=""http://r.vresp.com/?A/f25bad94c8""><img

src=""http://www.123turnkey.com/emailpics/c_l.jpg"" width=""310"" height=""443""

alt="""" border=""0""></A></td>     <td><A

href=""http://r.vresp.com/?A/7f7443d922""><img

src=""http://www.123turnkey.com/emailpics/c_r.jpg"" width=""241"" height=""443""

alt="""" border=""0""></A></td> </tr> <tr>     <td colspan=""2""><A

href=""http://r.vresp.com/?A/837a1b6f4f""><img

src=""http://www.123turnkey.com/emailpics/c_b.jpg"" width=""551"" height=""48""

alt="""" border=""0""></A></td> </tr> <tr>   <td colspan=""2"" 

valign=""middle""><br><br>   <br>   <table cellspacing=""0"" cellpadding=""0""

border=""1"" width=""551"" height=""100"" bordercolor=""#FFB225""> <tr>  <td> 

<FONT size=1 ><SPAN class=ftr>*If you cannot view Html, please read

below.</FONT></SPAN><br>  <SPAN class=ftr><B>  <br><FONT size=4>Are you a

little behind the times?</B></FONT><br>  Get up to date now, and build a

<BR><FONT size=2><B>FREE WEBSITE!</B></FONT><BR>  <B><h4>Our Revolutionary

Web Site Builder Includes:</h4></B></SPAN><FONT size=2 color=""#000080"">   

  <li>WebSite updater<br>   <li>Hundreds of Designer Templates<br>  

<li>Free 30 day Hosting Trial<br>   <li>Easy-to-build Flash Animations<br>

  <li>Content and Promotion Tools<br>   <li>$10 Web Address (your

site.com)<br>   <li>And much, much, more!<br><br>   <B>CLICK HERE</B><br> 

 </FONT><FONT size=4 color=""#00CCFF"">   <A

href=""http://r.vresp.com/?A/731b301be8"">www.123turnkey.com</A></FONT></td>

</tr> </table>  </td> </tr> </table> </body> </html> 



<br>

                     <hr color=e0e0e0>

                     <table border=0 cellpadding=5 cellspacing=0

width=100%>

                     <tr>

                           <td><font face=""arial,verdana"" size=1>You have

signed up with one of our network partners to receive email providing you

with special offers that may appeal to you. If you do not wish to receive

these offers in the future, reply to this email with ""unsubscribe"" in the

subject or simply click on the following link: <a

href=""http://unsubscribe.verticalresponse.com/u.html?fdf2d323b4/aa3b97bcc2"">Unsubscribe</a></td>

                     </tr>

                     </table>



<img src=http://i.verticalresponse.com/blank.gif?fdf2d323b4/aa3b97bcc2>





--__________MIMEboundary__________--



.



--DeathToSpamDeathToSpamDeathToSpam--





-------------------------------------------------------

This sf.net email is sponsored by:ThinkGeek

Welcome to geek heaven.

http://thinkgeek.com/sf

_______________________________________________

Spamassassin-Sightings mailing list

Spamassassin-Sightings@lists.sourceforge.net

https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings




",00831.630c53b642a54592bd4fb097ba4e88b0
1,"

<html>

<body>

<table border=0 align=""center"" width=80%>

<tr>

<td>

<font face=Verdana size=2>

<h3><a href=""http://track.offer888.net/cgi-bin/c?e=3444431.13"">The Easiest Way to Discover the Truth about Anyone</a></h3>

<p>NetDetective 7.0 is an amazing new tool that allows you to dig up facts about anyone. It is all completely legal, and you can use it in the privacy of your own home without anyone ever knowing. It's cheaper and faster than hiring a private investigator.

<ul>

<li>Instantly locate anyone's e-mail address, phone number or address

<li>Get a copy of your FBI file 

<li>Find debtors and locate hidden assets 

<li>Check driving and criminal records 

<li>Locate old classmates, a missing family member, a long-lost love 

<li>Investigate your family history - births, marriages, divorces, deaths Gain access to social security records 

<li>Discover little-known ways to make untraceable phone calls 

</ul>

<p><b>And a lot more ...</b>

<p><h4><a href=""http://track.offer888.net/cgi-bin/c?e=3444431.13"">Click here for instant download</a></h4>

<p>Endorsed by the National Association of Independent Private Investigators (NAIPI)

</font>

</td>

</tr>

</table>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><font face=Arial size=1>You received this email because you signed up at one of Offer888.com's websites or you signed up with a party that has contracted with Offer888.com. To unsubscribe from our newsletter, please visit <a href=http://opt-out.offer888.net/?e=jm@netnoteinc.com>http://opt-out.offer888.net/?e=jm@netnoteinc.com</a>. </font>

</body>

</html>
",00360.814557087d32334a92357de3b50ee814
1,"

BAD MSG:



PAM: -------------------- Start SpamAssassin results ----------------------

SPAM: This mail is probably spam.  The original message has been altered

SPAM: so you can recognise or block similar unwanted mail in future.

SPAM: See http://spamassassin.org/tag/ for more details.

SPAM: 

SPAM: Content analysis details:   (9.9 hits, 5 required)

SPAM: SEARCH_ENGINE_PROMO (2.6 points)  BODY: Discusses search engine listings

SPAM: HTML_50_70         (1.0 points)  BODY: Message is 50-70% HTML tags

SPAM: REALLY_UNSAFE_JAVASCRIPT (3.3 points)  BODY: Auto-executing JavaScript code

SPAM: SUPERLONG_LINE     (0.4 points)  BODY: Contains a line >=199 characters long

SPAM: CTYPE_JUST_HTML    (1.7 points)  HTML-only mail, with no text version

SPAM: PRIORITY_NO_NAME   (1.0 points)  Message has priority setting, but no X-Mailer

SPAM: MSG_ID_ADDED_BY_MTA_3 (0.2 points)  'Message-Id' was added by a relay (3)

SPAM: AWL                (-0.3 points) AWL: Auto-whitelist adjustment

SPAM: 

<html>

<head>

<title></title>

<meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1"">

<style type=""text/css"">

.stbtm {

	BACKGROUND-COLOR:#cecbde; BORDER-BOTTOM: #665b8e 1px solid; BORDER-LEFT: #ffffff 1px solid; BORDER-RIGHT: #665b8e 1px solid; BORDER-TOP: #ffffff 1px solid; COLOR: #000000; FONT-SIZE: 12pt; HEIGHT: 26px; WIDTH: 120px; clip:        rect(   )}

.stedit {

	 background-color:#484C68; white-space: nowrap; border: #000000; BORDER-BOTTOM: #ffffff 1px solid; BORDER-LEFT: #ffffff 1px solid; BORDER-RIGHT: #ffffff 1px solid; BORDER-TOP: #ffffff 1px solid; FONT-SIZE: 10pt; color: #CCCCCC; font-weight: bold}



</style>

</head>

<BODY leftMargin=0 onload="""" topMargin=0 marginheight=""0"" marginwidth=""0"" bgcolor=""#FFFFFF"">

  

<table width=""778"" border=""0"" cellspacing=""0"" cellpadding=""0"">

  <tr>

      

    <td height=""233"" width=""21"">&nbsp;</td>

      

    <td height=""233"" colspan=""3"" width=""757""> 

      <table width=""621"" border=""0"" cellspacing=""0"" cellpadding=""0"" align=""left"">

        <tr> 

            

          <td width=""373"" height=""64""> 

            <table width=""373"" border=""0"" cellspacing=""0"" cellpadding=""0"" background=""http://image.seekercenter.net/letter_bg.jpg"" height=""327"">

                <tr> 

                  

                <td><p> 

                  <font face=Arial size=2>

                  </font> <font face=Arial size=2><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"">Hello,<br>

                  <br>

                  I have visited <a href='http://www.taint.org'>www.taint.org</a> and noticed that your website is not listed on some search engines.

                  I am sure that through our service the number of people who visit your website will definitely increase. <a target=_blank href=""http://www.seekercenter.net/index.php"">SeekerCenter</a> 

                  is a unique technology that instantly submits your website 

                  to over 500,000 search engines and directories  

                  -- a really low-cost and effective way to advertise your site. 

                  For more details please go to <a target=_blank href=""http://www.seekercenter.net/index.php"">SeekerCenter.net</a>.<br>

                  <br>

                  Give your website maximum exposure today!<BR>

                  Looking forward to hearing from you.<br>

                  <BR>

                  <table border=0 width=100%><TR><TD width=50%>

                  <font face=""Verdana, Arial, Helvetica, sans-serif"" size=2 color=""#000000"">Best 

                  Regards,<br>

                  Vanessa Lintner<br>

                  Sales &amp; Marketing <br>

                  <a target=_blank href=""http://www.seekercenter.net/index.php"">www.SeekerCenter.net</a></font></font></font>

                  <TD><td width=50%>

                   <div align=""center"" valign=middle>

                   <form target=_blank action=http://www.seekercenter.net method=POST>

                          <input type=""submit"" name=""Submit"" value=""Signup Now!!!"" class=""stbtm"">

                   </form>

                        </div>

                  </TD>

                  </TR>

                  </table>

                  </td>

                </tr>

              </table>

            </td>

            

          <td width=""242"" height=""64"" valign=""bottom""> 

            <table width=""257"" border=""0"" cellspacing=""0"" cellpadding=""0"">

              

                <tr>

                  <td colspan=""3"" height=""2""></td>

                </tr>

                <tr> 

                  <td colspan=""3"" height=""3""> 

                    

                  <p><img src=""http://image.seekercenter.net/letter_top01.jpg"" width=""326"" height=""15""></p>

                    </td>

                </tr>

                <tr> 

                  <td colspan=""3""><img src=""http://image.seekercenter.net/letter_right01.jpg"" width=""31"" height=""185""><A target=_blank Href =""http://www.taint.org""><IMG Src =http://image4.seekercenter.net/image1622/6/42/img480.jpg Border=0 width=""256"" height=""184""></A><img src=""http://image.seekercenter.net/letter_left01.jpg"" width=""14"" height=""185""></td>

                </tr>

                

              <tr> 

                <td colspan=""3"" height=""80"" background=""http://image.seekercenter.net/letter_bottom01.jpg""> 

                  <table width=""326"" border=""0"" cellspacing=""0"" cellpadding=""0"" height=""80"">

                    <tr>

                      <td width=""36"" height=""43"">&nbsp;</td>

                      <td width=""157"" height=""43"">&nbsp;</td>

                      <td width=""134"" height=""43"">&nbsp;</td>

                    </tr>

                    <tr>

                      <td width=""36"" height=""2"">&nbsp;</td>

                      <td width=""157"" height=""2"">&nbsp;</td>

                      <td width=""134"" height=""2"">&nbsp;</td>

                    </tr>

                  </table>

                  

                </td>

                </tr>

                <tr> </tr>

              </table>

            </td>

          </tr>

        </table>

      </td>

    </tr>

  </table>

  </body>

</html>


",01313.7deec268aedb7c5618e27bd73a803a60
1,"This is a multi-part message in MIME format.



------=_NextPart_000_0007_01C1F9BE.12E451A0

Content-Type: text/plain;

	charset=""Windows-1252""

Content-Transfer-Encoding: 7bit



 Produce More in Less Time! ...with help from Roster Financial LLC and

Zurich Life	

 Z-app Your Term Life Business Z-app Your Term Life Business	

 	 

Z-app is the easy, fast, paperless way for agents to use Zurich Life's

TeleLifeTM pre-application process. In just a few simple, quick steps,

this Internet-based process can help you build more business. 	

 	

While other agents are just beginning to mail in their applications,

your Z-app will already be in process at our Home Office. It's just one

more example of the competitive edge you can count on getting with

Zurich Life.

 	

 	

? 	 Eliminates your paperwork



 	 

? 	 Avoids delays by ensuring that all information submitted is

correct and complete 	 	 

? 	 Potentially cuts days out of the application process



? 	 Increases your clients' satisfaction with improved ease,

accuracyand speed 	 	 

? 	 Helps you deliver policies faster, to Zapp the competition



 	

 	

 	 

NEW LOWER RATES!	 

20-Year Certain-T 2002

20-Yr Annual Gntd Premium*

$250,00 Face Amount

Premier Rate Class (Non-Tobacco) 	AGE 

35 

45 

55 	MALE

$170

$390

$893 	FEMALE

$150

$290

$630 	 	 

 	

 	 

Don't delay! Call or e-mail <mailto:customerservice@rosterfinancial.com>

us Today!

 

? or ?



Please fill out the form below for more information	 

Name:	  	

E-mail:	  	

Phone:	  	

City:	  	State:	  	 	

 	  	 	   	

 



 Roster Financial Services, LLC





Not for use with the general public. For agent use only. Not approved in

all states.

Certain-T 20-year is non-participating term life insurance to age 95,

policy form S-3224, underwritten by Federal Kemper Life Assurance

Company (FKLA), a Zurich Life Company, Schaumburg, IL 60196-6801.

Premier means no tobacco use of any kind in the past 60 months. Premiums

include the annual policy fee; $50.00. Suicide and other limits may

apply. Forms and policy provisions vary by state. Policy not available

in all states. Companion policies not available in NJ.



We don't want anyone to receive our mailings who does not wish to. This

is professional communication sent to insurance professionals. To be

removed from this mailing list, DO NOT REPLY to this message.

Instead, go here: http://www.Insurancemail.net



Legal Notice <http://www.insuranceiq.com/legal.htm>  



------=_NextPart_000_0007_01C1F9BE.12E451A0

Content-Type: text/html;

	charset=""iso-8859-1""

Content-Transfer-Encoding: quoted-printable



<html>

<head>

<title>Z-app Your Term Life Business</title>

<meta http-equiv=3D""Content-Type"" content=3D""text/html; =

charset=3Diso-8859-1"">

</head>

<body bgcolor=3D""#cccccc"" text=3D""#000000"">

<table width=3D""565"" cellpadding=3D""0"" cellspacing=3D""2"" =

bgcolor=3D""#000066"" align=3D""center"">

  <tr>=20

    <td>=20

      <table width=3D""100%"" cellpadding=3D""2"" cellspacing=3D""2"" =

border=3D""0"" bgcolor=3D""#ffffff"">

        <tr>=20

          <td>=20

            <table width=3D""100%"" border=3D""0"" cellspacing=3D""0"" =

cellpadding=3D""0"">

              <tr>=20

                <td colspan=3D""2""><img =

src=3D""http://63.211.81.87/images/roster/20020423-101a.gif"" =

width=3D""550"" height=3D""74"" alt=3D'Produce More in Less Time! ...with =

help from Roster Financial LLC and Zurich Life'></td>

              </tr>

              <tr>=20

                <td width=3D""100%"" colspan=3D""2""><img =

src=3D""http://63.211.81.87/images/roster/20020423-102a.gif"" =

width=3D""371"" height=3D""51"" alt=3D'Z-app Your Term Life Business'><img =

src=3D""http://63.211.81.87/images/roster/20020423-103a.gif"" =

width=3D""179"" height=3D""51"" alt=3D'Z-app Your Term Life Business'></td>

              </tr>

              <tr>=20

                <td width=3D""371"" valign=3D""top"">=20

                  <table width=3D""100%"" border=3D""0"" cellspacing=3D""2"" =

cellpadding=3D""2"" =

background=3D""http://63.211.81.87/images/roster/20020423-4.gif"">

                    <tr>=20

                      <td>&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td><font face=3D""Verdana, Arial, Helvetica, =

sans-serif"" size=3D""2"">

                        <b>Z-app</b> is the easy, fast, paperless way =

for agents to use <b>Zurich=20

                        Life's TeleLife<sup>TM</sup></b> pre-application =

process.=20

                        In just a few simple, quick steps, this =

Internet-based=20

                        process can help you <b>build more =

business</b>.</font>

                      </td>

                    </tr>

                    <tr>=20

                      <td><img =

src=3D""http://63.211.81.87/images/roster/spacer.gif"" width=3D""8"" =

height=3D""8""></td>

                    </tr>

                    <tr>=20

                      <td><font face=3D""Verdana, Arial, Helvetica, =

sans-serif"" size=3D""2"">

                        While other agents are just beginning to mail in =

their applications,=20

                        <b>your Z-app will already be in process</b> at =

our Home=20

                        Office. It's just one more example of the =

<b>competitive=20

                        edge you can count on</b> getting with Zurich =

Life.<br>

                        <img =

src=3D""http://63.211.81.87/images/roster/spacer.gif"" width=3D""8"" =

height=3D""8""></font>

                      </td>

                    </tr>

                  </table>

                  <font face=3D""Arial, Helvetica, sans-serif"">=20

                  <table width=3D""100%"" border=3D""0"" cellspacing=3D""0"" =

cellpadding=3D""0"" =

background=3D""http://63.211.81.87/images/roster/20020423-202.gif"">

                    <tr>=20

                      <td colspan=3D""3"" valign=3D""top"" =

align=3D""left""><img =

src=3D""http://63.211.81.87/images/roster/20020423-201.gif"" width=3D""367"" =

height=3D""21""></td>

                    </tr>

                    <tr>=20

                      <td width=3D""6%"" align=3D""right"" =

valign=3D""baseline""><font color=3D""#FFFFFF"">&#149;&nbsp;</font></td>

                      <td width=3D""85%"">=20

                        <p><b><font size=3D""2"" =

color=3D""#FFFFFF"">Eliminates your paperwork</font></b></p>

                      </td>

                      <td width=3D""9"">&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td width=3D""6%"" align=3D""right"" =

valign=3D""baseline""><font color=3D""#FFFFFF"">&#149;&nbsp;</font></td>

                      <td width=3D""85%""><b><font face=3D""Arial, =

Helvetica, sans-serif"" size=3D""2"" color=3D""#FFFFFF"">

                        Avoids delays by ensuring that all information =

submitted is correct and complete</font></b>

                      </td>

                      <td width=3D""9"">&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td width=3D""6%"" align=3D""right"" =

valign=3D""baseline""><font color=3D""#FFFFFF"">&#149;&nbsp;</font></td>

                      <td width=3D""85%""><b><font face=3D""Arial, =

Helvetica, sans-serif"" size=3D""2"" color=3D""#FFFFFF"">

                        Potentially cuts days out of the application =

process </font></b>

                      </td>

                      <td width=3D""9"">&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td width=3D""6%"" align=3D""right"" =

valign=3D""baseline""><font color=3D""#FFFFFF"">&#149;&nbsp;</font></td>

                      <td width=3D""85%""><b><font face=3D""Arial, =

Helvetica, sans-serif"" size=3D""2"" color=3D""#FFFFFF"">

                        Increases your clients' satisfaction with =

improved ease, accuracyand speed</font></b>=20

                      </td>

                      <td width=3D""9"">&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td width=3D""6%"" align=3D""right"" =

valign=3D""baseline""><font color=3D""#FFFFFF"">&#149;&nbsp;</font></td>

                      <td width=3D""85%""><b><font face=3D""Arial, =

Helvetica, sans-serif"" size=3D""2"" color=3D""#FFFFFF"">

                        Helps you deliver policies faster, to Zapp the =

competition</font></b>

                      </td>

                      <td width=3D""9"">&nbsp;</td>

                    </tr>

                    <tr>=20

                      <td colspan=3D""3"" align=3D""left"" =

valign=3D""top""><img =

src=3D""http://63.211.81.87/images/roster/20020423-203.gif"" width=3D""367"" =

height=3D""29""></td>

                    </tr>

                  </table>

                  </font>=20

                </td>

                <td width=3D""179"" valign=3D""top"" align=3D""left""><img =

src=3D""http://63.211.81.87/images/roster/20020423-105a.jpg"" =

width=3D""179"" height=3D""401""></td>

              </tr>

            </table>

          </td>

        </tr>

        <tr>=20

          <td>&nbsp;</td>

        </tr>

        <tr>=20

          <td><font face=3D""Arial, Helvetica, sans-serif"">=20

            <table width=3D""100%"" cellpadding=3D""0"" cellspacing=3D""0"" =

border=3D""0"">

              <tr>=20

                <td colspan=3D""5"" align=3D""center"" =

bgcolor=3D""#666666""><b><font color=3D""#FFFFFF"">NEW LOWER =

RATES!</font></b></td>

              </tr>

              <tr>=20

                <td width=3D""60%"" align=3D""center"">

                  <font size=3D""4""><b>20-Year Certain-T =

2002</b></font><br>

                  <font size=3D""2"">20-Yr Annual Gntd Premium*<br>

                  $250,00 Face Amount<br>

                  Premier Rate Class (Non-Tobacco) </font>

                </td>

                <td width=3D""10%"" align=3D""center"">

                  <font size=3D""2"">AGE <br>

                  <font color=3D""#666666"">35 <br>

                  45 <br>

                  55</font> </font>

                </td>

                <td width=3D""10%"" align=3D""center"">

                  <font size=3D""2"">MALE<br>

                  <font color=3D""#000099"">$170<br>

                  $390<br>

                  $893</font></font>

                </td>

                <td width=3D""10%"" align=3D""center"">

                  <font size=3D""2"">FEMALE<br>

                  <font color=3D""#000099"">$150<br>

                  $290<br>

                  $630</font></font>

                </td>

                <td width=3D""10%"" align=3D""center"">&nbsp;</td>

              </tr>

              <tr>=20

                <td colspan=3D""5"" bgcolor=3D""#000066""><img =

src=3D""http://63.211.81.87/spacer.gif"" width=3D""1"" height=3D""1""></td>

              </tr>

            </table>

            </font>=20

          </td>

        </tr>

        <tr>=20

          <td>&nbsp;</td>

        </tr>

        <tr>=20

          <td align=3D""center""><font face=3D""Arial, Helvetica, =

sans-serif"" size=3D""2""><b>

            Don't delay! Call or <a =

href=3D""mailto:customerservice@rosterfinancial.com"">e-mail</a> us =

Today!<br>

            <img =

src=3D""http://63.211.81.87/images/roster/20020423-3b.gif"" width=3D""527"" =

height=3D""109""><br>

            &#151; or &#151;<br>

            <table width=3D""95%"" bgcolor=3D""#000000"">

              <tr>=20

                <form method=3D""post"" =

action=3D""http://65.217.159.103/response/response.asp"">

                  <td>=20

                    <table width=3D""100%"" border=3D""0"" cellspacing=3D""0"" =

cellpadding=3D""2"" align=3D""center"" bgcolor=3D""#cccccc"">

                      <tr>=20

                        <td colspan=3D""5"" align=3D""center"" =

bgcolor=3D""#000066""><b><font size=3D""2"" color=3D""#FFFFFF"">Please fill =

out the form below for more information</font></b></td>

                      </tr>

                      <tr>=20

                        <td width=3D""15%"" align=3D""right""><b><font =

size=3D""2"" color=3D""#000000"">Name:</font></b></td>

                        <td colspan=3D""4"">=20

                          <input type=3D""text"" name=3D""contactname"" =

size=3D""50"">

                        </td>

                      </tr>

                      <tr>=20

                        <td width=3D""15%"" align=3D""right""><b><font =

size=3D""2"" color=3D""#000000"">E-mail:</font></b></td>

                        <td colspan=3D""4"">=20

                          <input type=3D""text"" name=3D""email"" =

size=3D""50"">

                        </td>

                      </tr>

                      <tr>=20

                        <td width=3D""15%"" align=3D""right""><b><font =

size=3D""2"" color=3D""#000000"">Phone:</font></b></td>

                        <td colspan=3D""4"">=20

                          <input type=3D""text"" name=3D""phone"" =

size=3D""50"">

                        </td>

                      </tr>

                      <tr>=20

                        <td width=3D""15%"" align=3D""right""><b><font =

size=3D""2"" color=3D""#000000"">City:</font></b></td>

                        <td width=3D""30%"">=20

                          <input type=3D""text"" name=3D""city"" =

size=3D""20"">

                        </td>

                        <td width=3D""15%"" align=3D""right""><b><font =

size=3D""2"" color=3D""#000000"">State:</font></b></td>

                        <td width=3D""20%"">=20

                          <input type=3D""text"" name=3D""state"" =

size=3D""2"">

                        </td>

                        <td rowspan=3D""2"" align=3D""center"" =

valign=3D""middle""><img src=3D""http://63.211.81.87/images/q.gif"" =

width=3D""43"" height=3D""50""></td>

                      </tr>

                      <tr>=20

                        <td width=3D""15%"" align=3D""right"">&nbsp;</td>

                        <td width=3D""30%"">=20

                          <input type=3D""submit"" name=3D""btnsubmit"" =

value=3D""Submit"">

                        </td>

                        <td width=3D""15%"" align=3D""right"">&nbsp;</td>

                        <td width=3D""20%"">=20

                          <input type=3D""hidden"" =

name=3D""hdnRecipientTxt"" value=3D""customerservice@rosterfinancial.com"">

                          <input type=3D""hidden"" name=3D""hdnSubjectTxt"" =

value=3D""Roster Financial Ad Inquiry"">

                        </td>

                      </tr>

                    </table>

                  </td>

                <input type=3D'hidden' name=3D'SentTo' value=3D'304704'>

</form>

              </tr>

            </table>

            <br>

            <img =

src=3D""http://63.211.81.87/images/roster/20020423-5.gif"" width=3D""339"" =

height=3D""81"" alt=3D""Roster Financial Services, LLC""><br>

            </b>=20

            <p align=3D""left""><font size=3D""1"">Not for use with the =

general public.=20

              For agent use only. Not approved in all states.<br>

              Certain-T 20-year is non-participating term life insurance =

to age=20

              95, policy form S-3224, underwritten by Federal Kemper =

Life Assurance=20

              Company (FKLA), a Zurich Life Company, Schaumburg, IL =

60196-6801.=20

              Premier means no tobacco use of any kind in the past 60 =

months.=20

              Premiums include the annual policy fee; $50.00. Suicide =

and other=20

              limits may apply. Forms and policy provisions vary by =

state. Policy=20

              not available in all states. Companion policies not =

available in=20

              NJ.</font></p>

            </font>=20

          </td>

        </tr>

      </table>

    </td>

  </tr>

  <tr>=20

    <td width=3D""100%"" bgcolor=3D""#cccccc"" align=3D""center"">=20

      <p><font face=3D""Arial, Helvetica, sans-serif"" size=3D""1""> We =

don't want anyone=20

        to receive our mailings who does not wish to. This is =

professional communication=20

        sent to insurance professionals. To be removed from this mailing =

list,=20

        <b>DO NOT REPLY</b> to this message.<br>

        Instead, go here: <a =

href=3D""http://www.Insurancemail.net"">http://www.Insurancemail.net</a></f=

ont></p>

    </td>

  </tr>

</table>

<center>

  <font face=3D""Arial, Helvetica, sans-serif"" size=3D""1""><a =

href=3D""http://www.insuranceiq.com/legal.htm"">Legal Notice</a></font>=20

</center>

</body>

</html>



------=_NextPart_000_0007_01C1F9BE.12E451A0--
",00284.227c1ebb961320cd2086d904d698c49b
1,"

<p><Strong>E-Marketing Specials:</strong></pp>



&nbsp;<p>&nbsp;

<ul>

  <li>



Bulletproof hosting $200 per month/ no setup fee.&nbsp;</li>

  <li>

Bulletproof POP3 Mailboxes. $200 per month $100 set up.&nbsp;</li>

  <li>

Daily Relay Service $100 per month.

Hosting and POP3 $350 per month no setup.&nbsp;</li>

  <li>

All 3 $400 per month no setup.&nbsp;</li>

</ul>

<p>

Purchase any of the above packages and you receive

free membership to the $99 club.&nbsp;</p>



<p>



FOR MORE INFO: <A HREF=""mailto:cowboy1965@btamail.net.cnt?Subject=More 99 Email MarketingI nfo!"">Click HERE</A>&nbsp;</p>



To Remove Your Address From Our Mailing List: <A HREF=""mailto:cowboy1965@btamail.net.cn?Subject=Remove Me"">Click HERE</A>&nbsp;

<FONT SIZE=""-1"" FACE=""MS Sans Serif"" COLOR=""Navy""></FONT>

<p>&nbsp;</p>

<p></font></p>




",00049.83a0ff17486ed3866aeed9f45f5b3389
1,"

<HTML>

<BODY bgColor=3D#000000>



<FONT face=3D""Times New Roman"">

<FONT size=3D3>

<FONT color=3D""#FF0000""><B> Would you like to</B></FONT>

<FONT color=3D""#FFFF00""><B>  look and feel 10-20 years younger</B></FONT>

<FONT color=3D""#FF0000""><B> ? <BR>

<BR>

Would you be interested in</B></FONT>

<FONT color=3D""#FFFF00""><B>  increasing energy levels</B></FONT>

<FONT color=3D""#FF0000""><B>  by</B></FONT>

<FONT color=3D""#FFFF00""><B>  84%</B></FONT>

<FONT color=3D""#FF0000""><B> ?</B></FONT>

<FONT size=3D2>

<FONT color=3D""#000080"">  </FONT>

<FONT size=3D2>

<FONT color=3D""#804040""><I> 15x</I></FONT>

<FONT size=3D2>

<FONT color=3D""#804040""><B> <BR>

</B></FONT>

<FONT size=3D3>

<FONT color=3D""#FF0000""><B> How about</B></FONT>

<FONT size=3D2>

<FONT color=3D""#FFFF00""><B>  Increasing Sexual Potency Frequency</B></FONT=

>

<FONT color=3D""#FF0000""><B>  by </B></FONT>

<FONT color=3D""#FFFF00""><B> 75%</B></FONT>

<FONT color=3D""#FF0000""><B> ? <BR>

<BR>

</B></FONT>

<FONT size=3D3>

<FONT color=3D""#FF0000""><B> Would you like to</B></FONT>

<FONT size=3D2>

<FONT color=3D""#FFFF00""><B>  increase your Muscle Strength </B></FONT>

<FONT color=3D""#FF0000""><B> by </B></FONT>

<FONT color=3D""#FFFF00""><B> 88%</B></FONT>

<FONT color=3D""#FF0000""><B>  <BR>

</B></FONT>

<FONT size=3D3>

<FONT color=3D""#FF0000""><B> While...At the same time... <BR>

</B></FONT>

<FONT color=3D""#FFFF00""><B> Reducing Body Fat</B></FONT>

<FONT color=3D""#FF0000""><B>  by </B></FONT>

<FONT color=3D""#FFFF00""><B> 72%</B></FONT>

<FONT color=3D""#FF0000""><B>  and </B></FONT>

<FONT color=3D""#FFFF00""><B> Wrinkles</B></FONT>

<FONT color=3D""#FF0000""><B>  by </B></FONT>

<FONT color=3D""#FFFF00""><B> 51%?</B></FONT>

<FONT color=3D""#FF0000""><B>  <BR>

<BR>

Of course you would! We offer the Most Potent Oral GH Formula available to=

 help you achieve all of this and more! Turn Back The Clock and Turn Up th=

e Energy Now! <BR>

In thousands of clinical studies, GH has been shown to accomplish the foll=

owing: <BR>

<BR>

</B></FONT>

